id_orden,sku,volumen_c,unidades_c,importe_c
194,7797650152533,164.8,206,23893.21
194,7795786661720,63.5,127,8643.56
195,7794121298110,183.5,367,22488.68
195,7796548534030,227.0,227,18995.65
195,7796940378305,200.0,250,27069.35
195,7799273889461,376.0,376,46361.52
195,7792180453630,438.0,438,52283.87
195,7798959087483,128.5,257,16967.57
195,7796502754352,63.9,426,5250.86
195,7794852145781,126.5,253,13322.85
195,7799847724993,141.0,141,19841.66
195,7798523318291,201.5,403,28084.25
195,7794833046748,378.0,378,47110.38
195,7796448927603,226.5,453,24465.65
195,7791926315768,499.5,333,55382.62
196,7797312547737,222.0,222,29818.03
196,7792254320426,219.5,439,26230.15
196,7791510798426,266.0,266,21743.74
196,7798220902427,288.0,192,28857.78
196,7799767066280,63.65,335,9268.37
197,7791620870660,128.0,256,16405.86
197,7794369845910,103.25,413,13846.9
197,7792177872288,157.0,157,21119.71
197,7794586376099,154.0,308,14583.96
197,7798783819771,67.0,134,6068.89
197,7799811982659,369.0,369,39121.65
197,7792657048904,158.0,158,17514.73
197,7798029351100,564.0,376,56886.75
197,7794613729807,98.5,197,14442.21
197,7794049578179,110.7,123,15002.46
197,7796599200837,168.8,211,23479.14
197,7792833365713,432.0,432,50753.51
198,7797004305996,297.0,297,40083.57
198,7794538700461,140.4,156,19651.66
198,7796662657681,124.5,249,17357.82
198,7797683826132,490.0,490,46629.32
198,7792766202220,220.8,276,27624.09
198,7797062379877,117.5,470,15735.7
198,7791084972204,325.5,217,40262.48
198,7793122579468,215.0,215,29326.63
198,7798366519429,44.25,295,5037.84
198,7799292199915,347.0,347,41229.69
199,7797274793469,27.36,144,3997.99
199,7797992757966,60.6,404,6922.3
199,7795179228668,103.5,207,9893.16
199,7794385387724,786.0,262,115378.8
199,7792617399956,319.0,319,31227.07
199,7794316399778,62.75,251,7968.29
200,7796910881832,18.96,158,2772.12
200,7792210030874,353.0,353,47167.75
200,7799754448732,58.08,484,7441.16
200,7792868394509,325.0,325,44471.78
200,7794875348230,330.0,330,40016.33
200,7796649641306,181.0,181,24215.91
200,7791275766261,42.6,284,5398.97
200,7795026597909,27.9,186,2272.47
200,7798834966986,187.0,374,24900.37
200,7799958952537,72.5,145,6419.09
200,7799979983998,228.0,152,27695.81
200,7792172525269,170.0,170,23600.53
200,7792071780782,409.0,409,48891.91
200,7793972208470,351.0,351,39751.8
200,7796003514137,174.5,349,18367.89
201,7799081339716,235.0,235,27668.36
201,7798076798508,44.52,371,6562.31
201,7795704153121,60.5,242,4964.79
201,7791428799725,376.0,376,55265.64
201,7796615065355,263.7,293,21123.17
201,7794064956378,52.44,276,6761.32
201,7792800319249,162.0,324,17698.52
201,7796093535413,272.0,272,21965.03
201,7793699987542,280.0,280,28204.93
201,7797245610966,55.75,223,6964.42
202,7795716074364,53.0,106,5333.53
202,7794030917082,360.8,451,46742.82
202,7791615918722,371.0,371,38825.02
202,7792617399956,337.0,337,32881.0
202,7791377649383,24.0,200,2835.65
202,7795179228668,64.5,129,9353.85
202,7798867371565,233.5,467,24907.41
202,7797761545153,69.75,279,9003.82
202,7796623211692,335.7,373,34201.95
202,7799523118520,164.0,164,14428.89
202,7799082873244,53.39,281,5282.46
202,7799937437269,118.0,118,9876.31
203,7795786661720,145.0,290,15727.64
203,7794411539036,43.2,360,3672.58
203,7792175525506,1152.0,384,138320.83
203,7798551180964,488.0,488,58551.15
203,7792760185165,49.5,198,5416.01
203,7797650152533,180.8,226,20762.87
203,7796369118002,339.0,339,49925.9
203,7794035968248,66.12,348,5905.75
203,7795645618433,188.5,377,27234.8
203,7795335265527,225.9,251,22835.61
203,7793756211759,153.5,307,13514.57
204,7792856566464,129.0,258,17961.75
204,7799302887999,159.0,318,23120.83
204,7793038348729,20.55,137,2264.77
204,7799692307911,213.0,213,31142.74
204,7791313222332,317.0,317,41898.87
204,7795139154601,483.0,322,70480.28
204,7798275818817,58.65,391,6344.07
205,7796722353737,211.0,422,18642.33
205,7798685804943,82.5,330,10852.04
205,7799483731766,53.5,214,5962.08
205,7794116595298,122.0,488,13367.44
205,7795993360228,140.0,140,20862.55
205,7798037431596,166.0,166,23674.18
205,7793644429488,469.0,469,53958.42
205,7793702000375,321.0,321,40855.2
205,7793226748202,47.4,316,7033.42
205,7793365168623,417.0,417,59787.58
205,7792798956733,132.0,132,17553.76
206,7795131319733,40.2,268,3721.93
206,7795712068276,202.0,404,18529.32
206,7792381251679,28.5,114,2338.44
206,7799313393989,62.5,250,9027.3
206,7797770767063,18.84,157,1552.71
206,7798939540167,261.0,261,33700.96
207,7792334979085,303.2,379,36473.09
207,7791151576267,110.25,441,12559.45
207,7796450735439,186.0,186,19919.05
207,7798519578539,91.2,480,9705.91
207,7794962792256,71.85,479,7060.25
207,7797154078073,124.5,249,11027.48
207,7796661341283,45.9,306,6390.16
207,7798297960653,188.5,377,26671.94
207,7791451465909,170.5,341,17637.1
207,7795168946144,47.4,158,4817.31
207,7794679906467,271.0,271,22398.22
207,7793563608780,69.92,368,6271.39
207,7799138607365,408.0,136,49107.04
208,7798685804943,80.0,320,7605.92
208,7799295372371,77.75,311,10115.36
208,7794116595298,33.0,132,4139.0
208,7799893759619,103.5,207,8298.08
208,7798949151973,31.75,127,2729.13
208,7798037431596,135.0,135,12848.01
208,7791166333549,303.0,303,35385.71
209,7796440362331,38.88,324,3545.96
209,7796900459981,171.2,214,17450.91
209,7795126599613,138.5,277,18708.2
209,7798411694710,127.0,127,18723.78
209,7798114196500,419.0,419,34408.79
210,7794538700461,103.5,115,9854.91
210,7792766202220,338.4,423,45889.8
210,7799292199915,330.0,330,37025.46
210,7794598021013,160.0,160,18888.06
210,7799095644101,495.0,330,67564.84
210,7796662657681,167.5,335,22312.12
210,7798870032832,67.8,452,6413.43
210,7797683826132,284.0,284,34316.09
210,7791455638589,149.0,149,21644.78
211,7794962792256,29.55,197,4127.75
211,7793045606570,67.07,353,8277.44
211,7797055492886,137.1,457,16884.81
211,7792813531492,108.8,136,9690.75
211,7795257520849,411.0,411,33345.11
211,7793563608780,83.98,442,7742.33
211,7791451465909,231.0,462,22460.89
211,7793674340989,1368.0,456,129785.05
211,7797803387046,169.0,338,23370.35
211,7793082968409,169.0,169,15078.19
211,7792334979085,227.2,284,32802.38
211,7795769887583,67.35,449,5487.38
211,7798519578539,73.72,388,7208.09
212,7797851762843,187.5,125,19363.6
212,7797313108930,156.0,156,16649.01
212,7794734794942,177.5,355,18553.74
212,7794670411523,385.0,385,47105.63
212,7792546154969,74.0,296,10287.94
212,7794379744468,446.0,446,36619.9
212,7797992777201,422.0,422,37716.57
212,7793492448458,396.0,396,57678.55
212,7797760197196,309.6,387,32647.38
212,7792086722711,443.0,443,40078.98
212,7799005390271,254.0,254,28450.78
212,7796395889062,415.0,415,38565.57
212,7794161588542,648.0,432,63445.89
212,7798028651395,241.5,483,21287.95
212,7798608341485,123.0,492,15501.53
213,7795811892630,38.4,128,4619.28
213,7796850238024,416.0,416,46337.53
213,7796671405255,78.5,314,6402.55
213,7797580525766,394.4,493,32936.06
213,7799794694702,355.5,237,38068.58
213,7796398698536,196.0,196,18057.9
213,7794211165568,464.0,464,41747.33
213,7799486670139,257.0,257,36896.73
214,7796283860590,439.0,439,64162.66
214,7793910521765,323.0,323,48121.11
214,7793819411366,102.5,205,10177.92
214,7797949766342,384.0,256,44546.4
214,7792128246022,481.0,481,53296.17
214,7791361581829,141.5,283,18237.65
214,7795289087104,97.5,195,7826.02
214,7797583760927,82.0,164,9801.29
214,7794487264328,200.0,250,27147.29
214,7796376028700,111.25,445,12552.67
214,7798259781850,39.9,210,3616.11
214,7796787213219,182.5,365,22916.55
214,7793326226908,85.88,452,7014.62
214,7795452534562,417.6,464,45945.32
215,7793226748202,66.9,446,9145.15
215,7792798956733,223.0,223,26432.11
215,7796577689028,47.85,319,4997.33
215,7792240659876,179.5,359,25023.15
215,7799534224345,110.7,123,12857.27
216,7793642277758,409.0,409,56470.84
216,7794049802816,393.0,262,43580.82
216,7795401515557,655.5,437,81641.63
216,7791221676171,47.28,394,4326.37
216,7792569460907,481.5,321,42890.74
216,7795353931164,192.0,384,23912.85
216,7792973368617,294.0,294,34434.44
216,7795509463547,129.0,258,12211.43
216,7792315166060,171.0,171,14034.42
216,7799238179726,963.0,321,98354.9
216,7791087336434,158.0,316,19463.68
216,7797135986958,133.0,133,11336.51
216,7796747121141,637.5,425,90463.31
216,7792738135139,361.0,361,41351.28
217,7794385387724,1413.0,471,158972.68
217,7792786577289,819.0,273,68967.46
217,7794030917082,219.2,274,18026.39
217,7798867371565,79.0,158,8622.55
217,7792617399956,365.0,365,29471.71
217,7794546579210,204.0,204,17982.46
217,7798605321526,53.52,446,5853.24
217,7791274187662,33.9,226,2752.24
217,7799082873244,54.53,287,7801.81
217,7795528371123,238.0,238,23069.38
218,7793175813777,114.25,457,10405.75
218,7796269310192,62.89,331,5337.07
218,7797582450247,64.25,257,6970.56
218,7799156042165,55.95,373,4611.14
218,7798150151442,499.5,333,68096.82
218,7791216645314,424.0,424,57832.21
219,7796367174816,68.1,454,9655.25
219,7796277548182,439.0,439,40680.28
219,7794482289886,133.5,267,17858.9
219,7796807503043,20.85,139,2333.3
219,7795218010700,94.5,189,12792.6
219,7794982772323,195.0,390,19750.8
219,7792110380577,232.5,465,22600.93
219,7796500330693,73.0,146,6402.37
219,7797154481849,276.0,276,33175.67
219,7797691291095,423.0,423,38206.69
219,7796939469980,399.0,399,35923.68
219,7796627806947,57.12,476,8359.67
220,7796022258460,412.0,412,46133.69
220,7796680408683,321.6,402,35347.04
220,7796456247621,464.0,464,63368.49
220,7795768110071,98.0,196,12694.38
220,7795126599613,88.0,176,8290.78
220,7794292313764,187.0,374,25182.67
220,7798234998714,476.0,476,55724.21
220,7796440362331,43.92,366,6530.76
221,7795230959059,172.8,216,22772.61
221,7794275605425,59.5,119,4947.35
221,7794216074260,55.5,111,4930.64
221,7798033267938,122.5,245,13649.58
221,7794759713707,180.0,360,26993.79
221,7793268992135,193.5,387,19159.94
221,7798149208852,342.0,228,50188.61
221,7795720074823,487.0,487,47859.75
221,7791031112538,40.66,214,3829.5
221,7793063809828,96.5,193,11185.72
221,7795287411183,459.0,459,64949.93
221,7795293838958,417.0,417,53864.36
221,7796944635411,218.0,436,30231.11
221,7797109574604,131.0,262,13470.38
221,7791140437251,212.5,425,18308.19
222,7797582450247,46.25,185,3900.76
222,7791879080842,192.0,128,25416.59
222,7794453043452,323.0,323,45871.4
222,7798046717991,115.0,230,9225.22
222,7798150151442,165.0,110,22336.83
222,7799481776551,70.5,141,9742.22
222,7792106676044,310.0,310,43752.28
222,7792224062885,56.24,296,5901.44
222,7795968568019,202.0,202,28379.82
223,7797277223465,45.79,241,5580.9
223,7791568945066,32.4,216,3670.79
223,7793703245571,57.19,301,8433.17
223,7798900667601,35.0,140,3773.55
223,7792980421869,104.0,208,14790.08
223,7791234171551,127.5,255,14041.73
223,7793228431169,202.0,404,17691.44
223,7795963257401,79.0,316,7772.73
223,7792993904463,273.6,342,34596.02
223,7798905707014,41.52,346,6156.5
223,7799918911020,91.2,114,11978.06
223,7796162417772,60.6,404,5621.09
223,7793607681547,621.0,414,62882.35
224,7799313393989,31.75,127,4647.98
224,7792338157346,232.0,232,23178.42
224,7798810793548,224.0,224,32113.25
224,7794838273283,163.0,163,18536.45
224,7796917216251,43.13,227,6301.16
224,7799084282840,738.0,492,102217.07
224,7798939540167,237.0,237,23733.76
224,7798698334090,238.0,238,32566.96
224,7796373328561,216.5,433,22125.46
224,7798745341290,107.5,215,13293.58
224,7791737847449,479.0,479,50718.77
224,7795131319733,74.7,498,9163.38
225,7791034018750,32.68,172,3860.7
225,7792885653244,147.0,294,19105.03
225,7792872950769,173.0,346,19924.12
225,7792160632461,117.0,234,12392.08
225,7799558987697,142.5,285,20155.81
225,7791098995414,66.88,352,8379.1
225,7798832059915,21.45,143,2828.79
225,7793955187461,269.0,269,29573.29
225,7792501531374,35.1,234,5105.38
225,7797290958539,229.6,287,20559.05
225,7794179461789,631.5,421,57039.03
225,7792943545960,395.0,395,35256.46
226,7799922071820,61.05,407,5391.31
226,7799933108680,154.0,308,22330.61
226,7792930999145,23.16,193,3009.04
226,7793175691670,169.0,338,15686.22
226,7794229027716,45.12,376,4561.17
226,7798966257008,323.1,359,26429.99
226,7791772737712,93.5,374,12046.95
226,7795580267000,25.32,211,3599.71
228,7792496642524,268.0,268,22117.9
228,7792872950769,71.5,143,9486.9
228,7797037470890,90.0,180,10825.92
228,7791093151009,92.34,486,13733.49
228,7796318183123,282.0,188,41168.06
228,7794574145709,175.0,350,19132.12
229,7795452534562,130.5,145,12705.74
229,7797949766342,414.0,276,33349.92
229,7797583760927,111.5,223,13215.71
229,7792128246022,347.0,347,36576.9
229,7793326226908,55.67,293,6393.47
229,7795289087104,51.0,102,6624.11
229,7793910521765,418.0,418,51716.35
229,7794487264328,198.4,248,17326.35
229,7796376028700,89.5,358,7292.3
229,7796283860590,172.0,172,23395.6
230,7796754659723,59.1,394,7062.52
230,7791027481088,500.0,500,54648.39
230,7799271426925,233.0,466,20731.05
230,7796053189185,482.0,482,54226.38
230,7794449287442,91.5,366,7770.69
230,7797576413842,34.5,138,3534.46
230,7799148227303,80.0,100,10177.77
230,7796606042941,375.0,250,30571.89
230,7798080846167,115.75,463,12213.32
230,7798805841658,262.0,262,21711.53
230,7798325886368,135.5,271,17191.34
230,7797935087156,26.25,105,3794.87
230,7795312357789,56.5,113,8057.79
231,7791034018750,21.09,111,2909.76
231,7797037470890,110.5,221,14602.25
231,7794574145709,135.0,270,12749.4
231,7791424156332,419.0,419,44542.72
231,7798126365303,80.18,422,8975.66
231,7792384413089,398.0,398,49396.51
231,7797290958539,380.0,475,51551.55
231,7793955187461,439.0,439,38396.29
232,7792738135139,396.0,396,34911.2
232,7796747121141,369.0,246,31443.06
232,7794049802816,654.0,436,81203.47
232,7792569460907,690.0,460,68435.97
232,7792315166060,192.0,192,18326.39
232,7799238179726,1458.0,486,180267.37
232,7795401515557,477.0,318,38544.81
232,7797135986958,230.0,230,19701.56
232,7792973368617,217.0,217,30948.86
232,7793642277758,442.0,442,38613.61
232,7791087336434,250.0,500,33286.81
233,7793082968409,259.0,259,30825.1
233,7795769887583,42.6,284,6021.99
233,7791451465909,166.0,332,22869.62
233,7792588248858,239.0,239,24639.04
233,7797910307004,143.0,286,16279.68
233,7795168946144,46.2,154,6516.15
233,7798519578539,84.55,445,8631.68
233,7799360969036,18.15,121,1540.79
233,7792173280498,435.0,435,46738.75
233,7793563608780,83.98,442,12193.39
234,7795772545844,125.0,250,11245.81
234,7792129667244,392.0,392,35056.04
234,7797455053386,74.25,495,10149.58
234,7799662733254,438.0,438,43751.44
234,7797441538634,83.75,335,8580.07
234,7799738166859,36.29,191,4728.33
234,7793370609414,326.0,326,29896.93
234,7792127359005,366.3,407,48247.68
234,7795876511278,1434.0,478,212568.29
234,7796394355299,422.0,422,33847.57
234,7796880881937,140.0,140,11912.84
234,7799578875868,452.0,452,45113.35
234,7797737523726,234.0,234,18738.59
234,7791769019834,73.5,147,7530.33
235,7795395292112,47.0,188,4355.33
235,7793175691670,60.5,121,7372.43
235,7798966257008,317.7,353,30867.02
235,7795580267000,19.92,166,2615.86
235,7796566923584,232.0,232,31774.59
235,7796498224913,141.0,282,20947.5
235,7793590590734,167.5,335,19013.74
236,7797207194012,226.5,151,29663.95
236,7797293186780,34.5,230,2805.0
236,7798135088392,450.0,300,41721.01
236,7799960971127,106.2,118,13431.54
236,7794982297401,63.0,420,6324.34
236,7792282733627,265.0,265,24740.17
236,7797485816524,51.15,341,5014.91
236,7797528889050,431.0,431,61851.48
236,7795719528266,127.0,127,17109.61
236,7799212476190,52.8,176,7630.42
236,7797308069162,190.0,190,20908.16
236,7797947916192,167.5,335,20870.04
236,7791899378189,27.74,146,3973.72
236,7796516539539,315.0,315,25322.04
236,7795451965784,46.2,154,4759.24
237,7795968562661,56.76,473,7223.72
237,7797526524909,57.5,115,7671.92
237,7795200100115,35.4,295,3962.41
237,7793915372349,625.5,417,53890.97
237,7793866147089,113.5,227,13132.75
237,7799380866850,370.5,247,39604.88
237,7799612745767,23.52,196,1888.84
237,7796402667027,42.75,171,4001.84
237,7795167795692,195.0,390,20530.18
237,7799466783416,27.5,110,3037.09
237,7795710525535,651.0,434,96363.23
238,7799005390271,129.0,129,12656.07
238,7797760197196,319.2,399,26068.98
238,7798107008241,189.5,379,26798.59
238,7799073231777,303.0,303,43301.04
238,7795482681718,122.4,153,12856.45
239,7793835842981,66.0,132,7194.97
239,7796548534030,258.0,258,32330.46
239,7792181408435,123.0,123,13014.92
239,7799847724993,246.0,246,19714.86
239,7796940378305,275.2,344,33312.45
239,7791926315768,742.5,495,93592.91
239,7792187226765,374.0,374,51332.55
239,7791725831922,67.0,134,9866.82
240,7797184019016,172.5,345,16568.06
240,7799302903015,199.5,399,27732.82
240,7797167953732,225.0,225,30660.15
240,7795871865932,316.8,352,45301.09
240,7799371690223,41.55,277,4091.66
240,7796331320539,239.0,239,29318.96
241,7793551860282,244.5,163,35769.32
241,7799415361896,264.0,264,27459.49
241,7797057895085,199.8,222,17118.95
241,7798022582911,145.6,182,21621.04
241,7795079936960,27.72,231,3301.46
241,7792180284220,103.25,413,15236.34
241,7792966393254,105.5,211,10744.89
241,7796986390587,357.0,238,49256.67
241,7796943343558,109.0,109,9265.11
241,7797406232118,342.0,228,36814.68
241,7799977853859,226.0,452,28873.29
241,7799150837880,174.5,349,17164.82
242,7792868394509,219.0,219,30305.69
242,7799176292672,356.0,445,44700.26
242,7796763664992,14.04,117,2087.15
242,7791287616778,114.0,228,14649.49
242,7799958952537,76.5,153,8862.15
242,7792210030874,235.0,235,22485.22
242,7799979983998,652.5,435,67584.91
242,7794062748460,21.12,176,2763.78
242,7799754448732,20.76,173,3103.31
242,7792071780782,366.0,366,39487.24
242,7798834966986,212.5,425,20463.71
242,7795297957210,129.0,258,14641.47
242,7791667892835,118.5,237,11138.89
242,7796649641306,138.0,138,15257.1
243,7797576413842,96.75,387,10292.54
243,7794852724782,211.5,423,31420.59
243,7798511384996,311.0,311,36555.3
243,7798325886368,201.5,403,18604.63
243,7797935087156,64.5,258,8885.67
243,7799271426925,159.0,318,20476.16
243,7796606042941,216.0,144,19036.58
243,7799681177961,399.0,133,37049.37
243,7796754659723,33.0,220,3966.66
243,7796532501390,465.0,465,49752.31
243,7795312357789,205.5,411,30142.19
243,7794145890370,94.5,189,12855.13
243,7795056675577,68.85,459,10041.14
243,7799148227303,357.6,447,32347.36
244,7795357392067,27.15,181,2712.05
244,7794704473431,165.5,331,22559.88
244,7796181253482,233.6,292,19984.58
244,7796471629918,196.0,392,24521.46
244,7795562360620,570.0,380,66926.61
244,7795855631208,183.0,366,22715.24
244,7796238738976,194.0,194,23086.74
245,7793597009590,88.0,176,12904.1
245,7791558965221,398.4,498,55283.96
245,7793941973330,52.0,208,4288.44
245,7795414583480,77.5,155,8851.24
245,7794655305356,38.0,152,3434.88
245,7792481367940,23.85,159,1910.27
245,7791873001053,663.0,442,71679.74
245,7799184176572,32.5,130,2650.61
245,7796346579358,88.0,176,8192.85
246,7793395858988,352.5,235,50545.56
246,7792110380577,109.5,219,10171.69
246,7794982772323,101.0,202,11684.74
246,7796627806947,53.64,447,5051.66
246,7797154481849,400.0,400,45968.07
246,7795848602106,170.0,170,17311.52
246,7796367174816,63.3,422,5311.27
246,7791111100774,432.0,432,38499.77
246,7795659846439,116.75,467,10580.33
246,7793367502570,53.0,106,6969.41
246,7797724714225,131.0,262,19489.18
246,7796081113658,171.0,171,16746.08
246,7796807503043,34.5,230,4823.71
246,7795218010700,158.5,317,13336.5
246,7797691291095,439.0,439,40810.71
247,7799204272787,109.5,219,9180.99
247,7793597009590,114.5,229,16224.22
247,7796346579358,236.0,472,27944.44
247,7799184176572,57.25,229,5925.49
247,7791038257647,33.0,132,3017.56
248,7791728722864,233.0,233,23200.16
248,7796688234178,316.5,211,28730.13
248,7791639284369,519.0,173,65003.86
248,7795074780090,281.6,352,37762.95
248,7793976217611,70.95,473,10582.53
248,7794704473431,231.5,463,21483.94
248,7795357392067,45.45,303,4403.4
248,7795855631208,110.0,220,12545.73
248,7794030972506,357.0,238,36674.14
248,7799313513616,192.0,128,27774.27
248,7799819352851,18.0,150,1730.94
248,7795562360620,202.5,135,21639.68
249,7797580525766,260.0,325,31642.66
249,7799486670139,471.0,471,62770.89
249,7798110632800,51.75,345,6008.52
249,7799579504269,253.5,169,33143.2
249,7797863028365,80.0,320,10790.62
249,7799794694702,424.5,283,61610.1
249,7797485335246,93.0,372,10587.14
249,7796398698536,152.0,152,21715.67
249,7796850238024,423.0,423,45292.14
249,7795811892630,116.7,389,12544.62
249,7798448993408,619.5,413,66896.28
249,7794211165568,472.0,472,41680.75
249,7796671405255,93.5,374,11614.47
250,7797255492836,197.0,197,19708.26
250,7799354092267,135.0,135,13131.83
250,7796742517954,103.0,103,13626.16
250,7792301001877,59.0,118,6728.12
250,7798166653874,50.0,100,7110.42
250,7791691526739,223.5,447,21370.51
250,7792001966645,34.58,182,3499.37
251,7793703245571,21.66,114,2078.63
251,7791568945066,26.85,179,3408.05
251,7799918911020,143.2,179,14531.8
251,7791234171551,172.0,344,18677.66
251,7796162417772,57.75,385,8438.55
251,7798900667601,46.75,187,4586.62
251,7798481410701,122.75,491,14781.17
251,7793228431169,136.0,272,18437.11
252,7798996091923,55.75,223,6887.46
252,7795347551984,67.2,448,9931.25
252,7791667027669,92.7,103,12087.61
252,7799038901197,208.5,417,25804.65
252,7798796129574,96.5,193,7966.09
252,7798032274806,174.0,348,18107.02
252,7797878021419,50.4,420,6552.99
252,7792866262313,169.0,169,18328.22
252,7793758263881,177.0,177,25940.1
252,7799025642562,1293.0,431,153012.94
253,7793192961988,409.0,409,48076.21
253,7793099189406,458.0,458,55232.73
253,7795479752598,402.0,268,55203.63
253,7791841533263,368.0,368,37751.17
253,7797859305451,283.0,283,41425.25
253,7795564116492,1041.0,347,148079.77
253,7794749136131,376.8,471,33369.15
253,7798595430429,222.5,445,29991.46
253,7797872933372,406.0,406,53592.37
253,7792718774674,66.5,133,8487.85
253,7795527038264,400.0,400,57887.35
253,7793299992840,428.0,428,57718.38
253,7799297993689,399.0,399,51671.31
253,7796153572377,54.6,364,7568.61
253,7796848727485,38.4,256,4107.81
254,7791031112538,87.59,461,8534.65
254,7794275605425,112.0,224,13929.97
254,7791140437251,167.0,334,15495.13
254,7795230959059,236.8,296,19103.43
254,7794759713707,132.5,265,19685.38
254,7796944635411,223.0,446,23847.36
254,7795293838958,480.0,480,48750.0
254,7798297855082,313.0,313,46352.1
254,7797109574604,131.5,263,12605.71
254,7794216074260,118.0,236,11345.53
255,7791332811167,257.0,257,28206.23
255,7796742517954,474.0,474,43543.0
255,7797688711165,347.0,347,38182.46
255,7796045761533,41.52,346,3383.68
255,7797201883894,332.0,332,34983.92
255,7791197158478,652.5,435,52774.66
255,7792001966645,94.05,495,12807.65
255,7797649848844,200.0,200,22479.49
255,7798502388016,174.0,174,16357.24
255,7794232625488,43.5,145,5881.07
256,7798171295913,221.0,221,27959.78
256,7796648186464,139.5,279,14178.9
256,7792845194493,247.0,494,29524.77
256,7799894929400,264.0,264,29546.47
256,7795793007449,247.5,495,24436.53
256,7791135713667,91.75,367,9762.96
257,7798664048027,69.73,367,9515.59
257,7799716661388,213.5,427,26727.52
257,7794630433031,252.0,252,22695.6
257,7793019106170,252.0,252,31054.89
257,7798697362493,219.0,219,23082.06
257,7798179834261,428.0,428,46205.37
257,7795839603376,270.0,270,30784.32
257,7792446692658,183.5,367,25737.9
257,7799319870440,199.5,399,23086.77
257,7793456944517,60.04,316,5164.83
257,7793062022950,148.5,297,19892.21
257,7796043675595,77.0,154,10324.3
258,7796100939847,244.0,244,34714.14
258,7799557791309,173.0,173,18471.08
258,7793104777139,195.5,391,17354.89
258,7794463969226,198.5,397,17335.8
258,7798166653874,90.0,180,7505.45
258,7791691526739,82.5,165,8280.03
259,7796548534030,257.0,257,35145.21
259,7796502754352,52.65,351,5477.06
259,7792181408435,191.0,191,20934.35
259,7791755537192,59.25,237,8849.79
259,7794852145781,176.5,353,16816.28
259,7791725831922,77.5,155,8994.04
259,7794121298110,124.0,248,10071.24
259,7797095814675,16.08,134,1737.83
259,7799847724993,154.0,154,18198.8
259,7796448927603,222.5,445,31540.93
260,7792966393254,226.5,453,23907.76
260,7799150837880,224.5,449,29469.51
260,7795619936399,312.0,312,40289.71
260,7796943343558,460.0,460,58147.3
260,7791525126149,55.8,186,6113.49
260,7792180284220,62.0,248,8854.97
260,7798309305647,68.7,458,8950.1
260,7797057895085,242.1,269,35174.9
261,7796943343558,274.0,274,35002.04
261,7793551860282,181.5,121,25673.92
261,7799977853859,213.0,426,24720.78
261,7797406232118,415.5,277,47790.08
261,7791525126149,87.9,293,10953.41
261,7799150837880,93.5,187,13686.4
261,7798236977350,619.5,413,58228.18
261,7796986390587,346.5,231,27901.98
261,7798022582911,227.2,284,21928.62
261,7797057895085,251.1,279,34527.91
261,7792966393254,169.0,338,18403.19
261,7795619936399,110.0,110,15535.15
261,7795531709504,146.5,293,20893.63
261,7792180284220,29.75,119,2657.08
261,7795079936960,50.28,419,6178.27
262,7791221676171,34.8,290,4913.66
262,7792973368617,453.0,453,65649.45
262,7796747121141,208.5,139,25146.0
262,7793936047272,163.0,326,18230.78
262,7794049802816,231.0,154,30079.95
263,7795710525535,262.5,175,28452.72
263,7793915372349,421.5,281,48157.68
263,7796402667027,36.75,147,3562.09
263,7795968562661,43.68,364,5013.76
263,7795200100115,53.04,442,7479.04
263,7793866147089,73.0,146,9305.52
263,7797526524909,155.0,310,12962.76
263,7799612745767,21.72,181,1916.98
264,7794197846628,107.0,107,11560.55
264,7794993758876,125.0,500,14716.51
264,7799335408022,189.0,189,21838.69
264,7794002215231,75.0,150,8543.19
264,7795273003345,224.8,281,30388.33
264,7796277972230,122.0,488,15925.89
264,7795145067891,57.9,193,6394.32
264,7797573357052,219.5,439,28042.26
264,7797804236674,927.0,309,85153.45
264,7792908675670,422.0,422,40576.74
264,7791867278800,66.5,266,6368.6
264,7798788618008,241.0,482,19674.79
264,7792323304026,145.0,145,20592.39
265,7797582450247,33.75,135,3297.8
265,7791879080842,693.0,462,76311.05
265,7798046717991,161.0,322,19675.31
265,7796269310192,33.63,177,3729.91
265,7792106676044,470.0,470,45078.96
265,7798150151442,436.5,291,35855.13
265,7795968568019,264.0,264,31268.87
265,7799481776551,79.0,158,7282.54
265,7793974873080,436.0,436,63002.83
266,7798810893098,109.75,439,9603.35
266,7794654060251,517.5,345,53742.4
266,7795933289592,204.5,409,28572.13
266,7797808263701,168.0,336,16535.48
266,7798102990623,209.5,419,30718.63
266,7799146724139,492.0,492,72384.85
266,7793358231083,45.0,300,4600.11
266,7793161143507,123.5,247,17962.49
266,7794357091475,206.5,413,25910.33
267,7793667476005,91.0,182,10063.12
267,7798628225521,103.2,344,14016.88
267,7798628921048,24.0,160,2462.05
267,7796671729009,356.0,356,47865.72
267,7792076776044,43.56,363,4007.87
267,7796334357080,156.0,104,13946.55
267,7793404717288,200.5,401,27007.54
267,7792253854745,244.0,488,36233.93
267,7795905731059,414.0,414,40393.49
267,7795336873888,82.0,328,7414.91
267,7799429429218,46.5,186,6386.38
268,7792804090654,379.5,253,46465.42
268,7793043583529,268.0,268,21777.85
268,7791662872727,747.0,249,110789.99
268,7795308383717,41.75,167,5257.38
268,7796142707217,110.0,440,8957.02
268,7797594372920,145.0,290,19508.47
268,7794464184441,225.0,225,25957.42
269,7791558819749,380.0,380,42490.45
269,7794229027716,16.08,134,1888.42
269,7791046611143,93.0,372,11727.42
